filename,logo-name,y,x,color
training_images/triangle_red_0000.bmp,triangle,63,58,red
training_images/triangle_red_0001.bmp,triangle,58,68,red
training_images/triangle_red_0002.bmp,triangle,57,73,red
training_images/triangle_red_0003.bmp,triangle,58,67,red
training_images/triangle_red_0004.bmp,triangle,66,49,red
training_images/triangle_red_0005.bmp,triangle,68,74,red
training_images/triangle_red_0006.bmp,triangle,73,75,red
training_images/triangle_red_0007.bmp,triangle,67,68,red
training_images/triangle_red_0008.bmp,triangle,71,62,red
training_images/triangle_red_0009.bmp,triangle,70,53,red
training_images/triangle_red_0010.bmp,triangle,68,55,red
training_images/triangle_red_0011.bmp,triangle,74,68,red
training_images/triangle_red_0012.bmp,triangle,65,58,red
training_images/triangle_red_0013.bmp,triangle,75,52,red
training_images/triangle_red_0014.bmp,triangle,67,71,red
training_images/triangle_red_0015.bmp,triangle,72,59,red
training_images/triangle_red_0016.bmp,triangle,65,71,red
training_images/triangle_red_0017.bmp,triangle,71,55,red
training_images/triangle_red_0018.bmp,triangle,54,67,red
training_images/triangle_red_0019.bmp,triangle,66,62,red
training_images/triangle_red_0020.bmp,triangle,62,66,red
training_images/triangle_red_0021.bmp,triangle,73,64,red
training_images/triangle_red_0022.bmp,triangle,55,60,red
training_images/triangle_red_0023.bmp,triangle,72,51,red
training_images/triangle_red_0024.bmp,triangle,60,71,red
training_images/triangle_red_0025.bmp,triangle,86,59,red
training_images/triangle_red_0026.bmp,triangle,62,61,red
training_images/triangle_red_0027.bmp,triangle,59,61,red
training_images/triangle_red_0028.bmp,triangle,56,68,red
training_images/triangle_red_0029.bmp,triangle,62,68,red
training_images/triangle_red_0030.bmp,triangle,59,73,red
training_images/triangle_red_0031.bmp,triangle,75,68,red
training_images/triangle_red_0032.bmp,triangle,58,82,red
training_images/triangle_red_0033.bmp,triangle,77,70,red
training_images/triangle_red_0034.bmp,triangle,63,64,red
training_images/triangle_red_0035.bmp,triangle,66,58,red
training_images/triangle_red_0036.bmp,triangle,72,49,red
training_images/triangle_red_0037.bmp,triangle,56,65,red
training_images/triangle_red_0038.bmp,triangle,61,53,red
training_images/triangle_red_0039.bmp,triangle,60,71,red
training_images/triangle_red_0040.bmp,triangle,56,67,red
training_images/triangle_red_0041.bmp,triangle,56,52,red
training_images/triangle_red_0042.bmp,triangle,56,53,red
training_images/triangle_red_0043.bmp,triangle,75,60,red
training_images/triangle_red_0044.bmp,triangle,67,72,red
training_images/triangle_red_0045.bmp,triangle,75,60,red
training_images/triangle_red_0046.bmp,triangle,61,77,red
training_images/triangle_red_0047.bmp,triangle,50,72,red
training_images/triangle_red_0048.bmp,triangle,73,72,red
training_images/triangle_red_0049.bmp,triangle,72,64,red
training_images/triangle_red_0050.bmp,triangle,53,69,red
training_images/triangle_red_0051.bmp,triangle,61,60,red
training_images/triangle_red_0052.bmp,triangle,65,61,red
training_images/triangle_red_0053.bmp,triangle,59,67,red
training_images/triangle_red_0054.bmp,triangle,68,70,red
training_images/triangle_red_0055.bmp,triangle,66,62,red
training_images/triangle_red_0056.bmp,triangle,73,61,red
training_images/triangle_red_0057.bmp,triangle,53,58,red
training_images/triangle_red_0058.bmp,triangle,59,67,red
training_images/triangle_red_0059.bmp,triangle,57,67,red
training_images/triangle_red_0060.bmp,triangle,61,59,red
training_images/triangle_red_0061.bmp,triangle,73,48,red
training_images/triangle_red_0062.bmp,triangle,65,49,red
training_images/triangle_red_0063.bmp,triangle,68,67,red
training_images/triangle_red_0064.bmp,triangle,70,56,red
training_images/triangle_red_0065.bmp,triangle,62,51,red
training_images/triangle_red_0066.bmp,triangle,68,64,red
training_images/triangle_red_0067.bmp,triangle,54,85,red
training_images/triangle_red_0068.bmp,triangle,62,56,red
training_images/triangle_red_0069.bmp,triangle,72,69,red
training_images/triangle_red_0070.bmp,triangle,69,56,red
training_images/triangle_red_0071.bmp,triangle,64,67,red
training_images/triangle_red_0072.bmp,triangle,76,69,red
training_images/triangle_red_0073.bmp,triangle,65,65,red
training_images/triangle_red_0074.bmp,triangle,74,60,red
training_images/triangle_red_0075.bmp,triangle,71,62,red
training_images/triangle_red_0076.bmp,triangle,67,66,red
training_images/triangle_red_0077.bmp,triangle,60,72,red
training_images/triangle_red_0078.bmp,triangle,54,74,red
training_images/triangle_red_0079.bmp,triangle,84,75,red
training_images/triangle_red_0080.bmp,triangle,65,81,red
training_images/triangle_red_0081.bmp,triangle,66,65,red
training_images/triangle_red_0082.bmp,triangle,52,52,red
training_images/triangle_red_0083.bmp,triangle,61,52,red
training_images/triangle_red_0084.bmp,triangle,61,59,red
training_images/triangle_red_0085.bmp,triangle,46,54,red
training_images/triangle_red_0086.bmp,triangle,56,66,red
training_images/triangle_red_0087.bmp,triangle,68,68,red
training_images/triangle_red_0088.bmp,triangle,51,70,red
training_images/triangle_red_0089.bmp,triangle,54,52,red
training_images/triangle_red_0090.bmp,triangle,71,76,red
training_images/triangle_red_0091.bmp,triangle,60,55,red
training_images/triangle_red_0092.bmp,triangle,50,67,red
training_images/triangle_red_0093.bmp,triangle,58,69,red
training_images/triangle_red_0094.bmp,triangle,55,51,red
training_images/triangle_red_0095.bmp,triangle,65,63,red
training_images/triangle_red_0096.bmp,triangle,70,63,red
training_images/triangle_red_0097.bmp,triangle,58,55,red
training_images/triangle_red_0098.bmp,triangle,67,52,red
training_images/triangle_red_0099.bmp,triangle,62,69,red
training_images/triangle_red_0100.bmp,triangle,60,66,red
training_images/triangle_red_0101.bmp,triangle,72,59,red
training_images/triangle_red_0102.bmp,triangle,52,70,red
training_images/triangle_red_0103.bmp,triangle,55,71,red
training_images/triangle_red_0104.bmp,triangle,76,72,red
training_images/triangle_red_0105.bmp,triangle,55,55,red
training_images/triangle_red_0106.bmp,triangle,65,56,red
training_images/triangle_red_0107.bmp,triangle,78,73,red
training_images/triangle_red_0108.bmp,triangle,70,54,red
training_images/triangle_red_0109.bmp,triangle,75,49,red
training_images/triangle_red_0110.bmp,triangle,78,53,red
training_images/triangle_red_0111.bmp,triangle,72,59,red
training_images/triangle_red_0112.bmp,triangle,54,74,red
training_images/triangle_red_0113.bmp,triangle,70,69,red
training_images/triangle_red_0114.bmp,triangle,68,56,red
training_images/triangle_red_0115.bmp,triangle,60,45,red
training_images/triangle_red_0116.bmp,triangle,81,66,red
training_images/triangle_red_0117.bmp,triangle,60,58,red
training_images/triangle_red_0118.bmp,triangle,78,54,red
training_images/triangle_red_0119.bmp,triangle,59,74,red
training_images/triangle_red_0120.bmp,triangle,51,60,red
training_images/triangle_red_0121.bmp,triangle,80,68,red
training_images/triangle_red_0122.bmp,triangle,60,61,red
training_images/triangle_red_0123.bmp,triangle,53,65,red
training_images/triangle_red_0124.bmp,triangle,67,69,red
training_images/triangle_red_0125.bmp,triangle,57,59,red
training_images/triangle_red_0126.bmp,triangle,65,74,red
training_images/triangle_red_0127.bmp,triangle,72,72,red
training_images/triangle_red_0128.bmp,triangle,75,66,red
training_images/triangle_red_0129.bmp,triangle,51,66,red
training_images/triangle_red_0130.bmp,triangle,62,71,red
training_images/triangle_red_0131.bmp,triangle,65,65,red
training_images/triangle_red_0132.bmp,triangle,65,64,red
training_images/triangle_red_0133.bmp,triangle,57,58,red
training_images/triangle_red_0134.bmp,triangle,71,56,red
training_images/triangle_red_0135.bmp,triangle,63,82,red
training_images/triangle_red_0136.bmp,triangle,84,68,red
training_images/triangle_red_0137.bmp,triangle,83,58,red
training_images/triangle_red_0138.bmp,triangle,56,75,red
training_images/triangle_red_0139.bmp,triangle,63,64,red
training_images/triangle_red_0140.bmp,triangle,62,54,red
training_images/triangle_red_0141.bmp,triangle,62,66,red
training_images/triangle_red_0142.bmp,triangle,64,64,red
training_images/triangle_red_0143.bmp,triangle,64,68,red
training_images/triangle_red_0144.bmp,triangle,51,58,red
training_images/triangle_red_0145.bmp,triangle,68,53,red
training_images/triangle_red_0146.bmp,triangle,51,65,red
training_images/triangle_red_0147.bmp,triangle,62,61,red
training_images/triangle_red_0148.bmp,triangle,66,57,red
training_images/triangle_red_0149.bmp,triangle,64,71,red
training_images/triangle_red_0150.bmp,triangle,73,59,red
training_images/triangle_red_0151.bmp,triangle,65,59,red
training_images/triangle_red_0152.bmp,triangle,54,53,red
training_images/triangle_red_0153.bmp,triangle,67,63,red
training_images/triangle_red_0154.bmp,triangle,69,62,red
training_images/triangle_red_0155.bmp,triangle,58,83,red
training_images/triangle_red_0156.bmp,triangle,51,67,red
training_images/triangle_red_0157.bmp,triangle,52,73,red
training_images/triangle_red_0158.bmp,triangle,67,62,red
training_images/triangle_red_0159.bmp,triangle,63,49,red
training_images/triangle_red_0160.bmp,triangle,54,66,red
training_images/triangle_red_0161.bmp,triangle,52,66,red
training_images/triangle_red_0162.bmp,triangle,54,51,red
training_images/triangle_red_0163.bmp,triangle,70,65,red
training_images/triangle_red_0164.bmp,triangle,55,60,red
training_images/triangle_red_0165.bmp,triangle,53,55,red
training_images/triangle_red_0166.bmp,triangle,70,59,red
training_images/triangle_red_0167.bmp,triangle,72,50,red
training_images/triangle_red_0168.bmp,triangle,59,72,red
training_images/triangle_red_0169.bmp,triangle,61,58,red
training_images/triangle_red_0170.bmp,triangle,74,73,red
training_images/triangle_red_0171.bmp,triangle,66,57,red
training_images/triangle_red_0172.bmp,triangle,52,63,red
training_images/triangle_red_0173.bmp,triangle,62,77,red
training_images/triangle_red_0174.bmp,triangle,58,68,red
training_images/triangle_red_0175.bmp,triangle,68,74,red
training_images/triangle_red_0176.bmp,triangle,64,65,red
training_images/triangle_red_0177.bmp,triangle,69,75,red
training_images/triangle_red_0178.bmp,triangle,63,59,red
training_images/triangle_red_0179.bmp,triangle,73,68,red
training_images/triangle_red_0180.bmp,triangle,58,53,red
training_images/triangle_red_0181.bmp,triangle,62,64,red
training_images/triangle_red_0182.bmp,triangle,43,63,red
training_images/triangle_red_0183.bmp,triangle,59,68,red
training_images/triangle_red_0184.bmp,triangle,73,67,red
training_images/triangle_red_0185.bmp,triangle,78,67,red
training_images/triangle_red_0186.bmp,triangle,72,70,red
training_images/triangle_red_0187.bmp,triangle,71,59,red
training_images/triangle_red_0188.bmp,triangle,57,66,red
training_images/triangle_red_0189.bmp,triangle,70,68,red
training_images/triangle_red_0190.bmp,triangle,61,73,red
training_images/triangle_red_0191.bmp,triangle,74,66,red
training_images/triangle_red_0192.bmp,triangle,73,54,red
training_images/triangle_red_0193.bmp,triangle,52,56,red
training_images/triangle_red_0194.bmp,triangle,62,53,red
training_images/triangle_red_0195.bmp,triangle,77,61,red
training_images/triangle_red_0196.bmp,triangle,74,69,red
training_images/triangle_red_0197.bmp,triangle,69,70,red
training_images/triangle_red_0198.bmp,triangle,68,67,red
training_images/triangle_red_0199.bmp,triangle,61,76,red
training_images/triangle_red_0200.bmp,triangle,62,71,red
training_images/triangle_red_0201.bmp,triangle,75,72,red
training_images/triangle_red_0202.bmp,triangle,64,59,red
training_images/triangle_red_0203.bmp,triangle,80,59,red
training_images/triangle_red_0204.bmp,triangle,78,66,red
training_images/triangle_red_0205.bmp,triangle,78,68,red
training_images/triangle_red_0206.bmp,triangle,50,41,red
training_images/triangle_red_0207.bmp,triangle,66,71,red
training_images/triangle_red_0208.bmp,triangle,60,48,red
training_images/triangle_red_0209.bmp,triangle,69,61,red
training_images/triangle_red_0210.bmp,triangle,72,34,red
training_images/triangle_red_0211.bmp,triangle,48,72,red
training_images/triangle_red_0212.bmp,triangle,70,50,red
training_images/triangle_red_0213.bmp,triangle,68,81,red
training_images/triangle_red_0214.bmp,triangle,65,69,red
training_images/triangle_red_0215.bmp,triangle,74,67,red
training_images/triangle_red_0216.bmp,triangle,59,68,red
training_images/triangle_red_0217.bmp,triangle,67,74,red
training_images/triangle_red_0218.bmp,triangle,54,62,red
training_images/triangle_red_0219.bmp,triangle,79,57,red
training_images/triangle_red_0220.bmp,triangle,73,73,red
training_images/triangle_red_0221.bmp,triangle,69,62,red
training_images/triangle_red_0222.bmp,triangle,62,60,red
training_images/triangle_red_0223.bmp,triangle,70,64,red
training_images/triangle_red_0224.bmp,triangle,79,71,red
training_images/triangle_red_0225.bmp,triangle,64,68,red
training_images/triangle_red_0226.bmp,triangle,58,58,red
training_images/triangle_red_0227.bmp,triangle,77,81,red
training_images/triangle_red_0228.bmp,triangle,52,58,red
training_images/triangle_red_0229.bmp,triangle,44,62,red
training_images/triangle_red_0230.bmp,triangle,62,57,red
training_images/triangle_red_0231.bmp,triangle,70,68,red
training_images/triangle_red_0232.bmp,triangle,70,72,red
training_images/triangle_red_0233.bmp,triangle,79,54,red
training_images/triangle_red_0234.bmp,triangle,54,76,red
training_images/triangle_red_0235.bmp,triangle,69,76,red
training_images/triangle_red_0236.bmp,triangle,56,74,red
training_images/triangle_red_0237.bmp,triangle,49,61,red
training_images/triangle_red_0238.bmp,triangle,73,67,red
training_images/triangle_red_0239.bmp,triangle,51,70,red
training_images/triangle_red_0240.bmp,triangle,74,60,red
training_images/triangle_red_0241.bmp,triangle,56,74,red
training_images/triangle_red_0242.bmp,triangle,59,70,red
training_images/triangle_red_0243.bmp,triangle,56,62,red
training_images/triangle_red_0244.bmp,triangle,59,61,red
training_images/triangle_red_0245.bmp,triangle,50,63,red
training_images/triangle_red_0246.bmp,triangle,69,48,red
training_images/triangle_red_0247.bmp,triangle,65,64,red
training_images/triangle_red_0248.bmp,triangle,67,55,red
training_images/triangle_red_0249.bmp,triangle,70,59,red
training_images/triangle_red_0250.bmp,triangle,65,81,red
training_images/triangle_red_0251.bmp,triangle,52,70,red
training_images/triangle_red_0252.bmp,triangle,66,64,red
training_images/triangle_red_0253.bmp,triangle,67,52,red
training_images/triangle_red_0254.bmp,triangle,73,49,red
training_images/triangle_red_0255.bmp,triangle,72,60,red
training_images/triangle_red_0256.bmp,triangle,57,65,red
training_images/triangle_red_0257.bmp,triangle,83,63,red
training_images/triangle_red_0258.bmp,triangle,66,67,red
training_images/triangle_red_0259.bmp,triangle,72,63,red
training_images/triangle_red_0260.bmp,triangle,52,54,red
training_images/triangle_red_0261.bmp,triangle,68,54,red
training_images/triangle_red_0262.bmp,triangle,60,68,red
training_images/triangle_red_0263.bmp,triangle,65,60,red
training_images/triangle_red_0264.bmp,triangle,81,57,red
training_images/triangle_red_0265.bmp,triangle,65,57,red
training_images/triangle_red_0266.bmp,triangle,65,48,red
training_images/triangle_red_0267.bmp,triangle,61,58,red
training_images/triangle_red_0268.bmp,triangle,69,56,red
training_images/triangle_red_0269.bmp,triangle,58,67,red
training_images/triangle_red_0270.bmp,triangle,63,58,red
training_images/triangle_red_0271.bmp,triangle,45,84,red
training_images/triangle_red_0272.bmp,triangle,74,49,red
training_images/triangle_red_0273.bmp,triangle,64,54,red
training_images/triangle_red_0274.bmp,triangle,67,64,red
training_images/triangle_red_0275.bmp,triangle,60,64,red
training_images/triangle_red_0276.bmp,triangle,66,69,red
training_images/triangle_red_0277.bmp,triangle,70,52,red
training_images/triangle_red_0278.bmp,triangle,60,75,red
training_images/triangle_red_0279.bmp,triangle,84,64,red
training_images/triangle_red_0280.bmp,triangle,63,59,red
training_images/triangle_red_0281.bmp,triangle,57,69,red
training_images/triangle_red_0282.bmp,triangle,65,59,red
training_images/triangle_red_0283.bmp,triangle,67,62,red
training_images/triangle_red_0284.bmp,triangle,72,75,red
training_images/triangle_red_0285.bmp,triangle,61,63,red
training_images/triangle_red_0286.bmp,triangle,55,54,red
training_images/triangle_red_0287.bmp,triangle,54,71,red
training_images/triangle_red_0288.bmp,triangle,54,66,red
training_images/triangle_red_0289.bmp,triangle,59,58,red
training_images/triangle_red_0290.bmp,triangle,65,61,red
training_images/triangle_red_0291.bmp,triangle,56,64,red
training_images/triangle_red_0292.bmp,triangle,64,60,red
training_images/triangle_red_0293.bmp,triangle,63,58,red
training_images/triangle_red_0294.bmp,triangle,67,57,red
training_images/triangle_red_0295.bmp,triangle,58,64,red
training_images/triangle_red_0296.bmp,triangle,58,66,red
training_images/triangle_red_0297.bmp,triangle,71,67,red
training_images/triangle_red_0298.bmp,triangle,71,62,red
training_images/triangle_red_0299.bmp,triangle,66,69,red
training_images/triangle_red_0300.bmp,triangle,76,57,red
training_images/triangle_red_0301.bmp,triangle,59,75,red
training_images/triangle_red_0302.bmp,triangle,54,68,red
training_images/triangle_red_0303.bmp,triangle,54,79,red
training_images/triangle_red_0304.bmp,triangle,63,62,red
training_images/triangle_red_0305.bmp,triangle,70,77,red
training_images/triangle_red_0306.bmp,triangle,76,64,red
training_images/triangle_red_0307.bmp,triangle,57,62,red
training_images/triangle_red_0308.bmp,triangle,67,76,red
training_images/triangle_red_0309.bmp,triangle,49,56,red
training_images/triangle_red_0310.bmp,triangle,61,58,red
training_images/triangle_red_0311.bmp,triangle,71,74,red
training_images/triangle_red_0312.bmp,triangle,55,63,red
training_images/triangle_red_0313.bmp,triangle,52,57,red
training_images/triangle_red_0314.bmp,triangle,52,72,red
training_images/triangle_red_0315.bmp,triangle,66,66,red
training_images/triangle_red_0316.bmp,triangle,73,75,red
training_images/triangle_red_0317.bmp,triangle,65,61,red
training_images/triangle_red_0318.bmp,triangle,71,66,red
training_images/triangle_red_0319.bmp,triangle,69,67,red
training_images/triangle_red_0320.bmp,triangle,65,56,red
training_images/triangle_red_0321.bmp,triangle,60,63,red
training_images/triangle_red_0322.bmp,triangle,50,54,red
training_images/triangle_red_0323.bmp,triangle,61,67,red
training_images/triangle_red_0324.bmp,triangle,62,60,red
training_images/triangle_red_0325.bmp,triangle,55,57,red
training_images/triangle_red_0326.bmp,triangle,60,56,red
training_images/triangle_red_0327.bmp,triangle,64,53,red
training_images/triangle_red_0328.bmp,triangle,66,61,red
training_images/triangle_red_0329.bmp,triangle,63,62,red
training_images/triangle_red_0330.bmp,triangle,67,68,red
training_images/triangle_red_0331.bmp,triangle,60,67,red
training_images/triangle_red_0332.bmp,triangle,72,56,red
training_images/triangle_red_0333.bmp,triangle,67,56,red
training_images/triangle_red_0334.bmp,triangle,67,53,red
training_images/triangle_red_0335.bmp,triangle,65,69,red
training_images/triangle_red_0336.bmp,triangle,64,60,red
training_images/triangle_red_0337.bmp,triangle,57,68,red
training_images/triangle_red_0338.bmp,triangle,62,70,red
training_images/triangle_red_0339.bmp,triangle,68,68,red
training_images/triangle_red_0340.bmp,triangle,53,65,red
training_images/triangle_red_0341.bmp,triangle,65,58,red
training_images/triangle_red_0342.bmp,triangle,66,68,red
training_images/triangle_red_0343.bmp,triangle,53,67,red
training_images/triangle_red_0344.bmp,triangle,77,42,red
training_images/triangle_red_0345.bmp,triangle,62,72,red
training_images/triangle_red_0346.bmp,triangle,64,77,red
training_images/triangle_red_0347.bmp,triangle,72,55,red
training_images/triangle_red_0348.bmp,triangle,62,71,red
training_images/triangle_red_0349.bmp,triangle,71,45,red
training_images/triangle_red_0350.bmp,triangle,67,69,red
training_images/triangle_red_0351.bmp,triangle,59,57,red
training_images/triangle_red_0352.bmp,triangle,71,55,red
training_images/triangle_red_0353.bmp,triangle,58,69,red
training_images/triangle_red_0354.bmp,triangle,63,66,red
training_images/triangle_red_0355.bmp,triangle,65,60,red
training_images/triangle_red_0356.bmp,triangle,62,47,red
training_images/triangle_red_0357.bmp,triangle,62,62,red
training_images/triangle_red_0358.bmp,triangle,76,69,red
training_images/triangle_red_0359.bmp,triangle,68,71,red
training_images/triangle_red_0360.bmp,triangle,72,68,red
training_images/triangle_red_0361.bmp,triangle,66,72,red
training_images/triangle_red_0362.bmp,triangle,58,63,red
training_images/triangle_red_0363.bmp,triangle,49,53,red
training_images/triangle_red_0364.bmp,triangle,60,60,red
training_images/triangle_red_0365.bmp,triangle,66,72,red
training_images/triangle_red_0366.bmp,triangle,59,56,red
training_images/triangle_red_0367.bmp,triangle,61,67,red
training_images/triangle_red_0368.bmp,triangle,53,59,red
training_images/triangle_red_0369.bmp,triangle,70,71,red
training_images/triangle_red_0370.bmp,triangle,55,63,red
training_images/triangle_red_0371.bmp,triangle,56,69,red
training_images/triangle_red_0372.bmp,triangle,70,66,red
training_images/triangle_red_0373.bmp,triangle,64,61,red
training_images/triangle_red_0374.bmp,triangle,63,64,red
training_images/triangle_red_0375.bmp,triangle,48,62,red
training_images/triangle_red_0376.bmp,triangle,70,65,red
training_images/triangle_red_0377.bmp,triangle,84,65,red
training_images/triangle_red_0378.bmp,triangle,58,65,red
training_images/triangle_red_0379.bmp,triangle,60,63,red
training_images/triangle_red_0380.bmp,triangle,66,79,red
training_images/triangle_red_0381.bmp,triangle,76,65,red
training_images/triangle_red_0382.bmp,triangle,79,51,red
training_images/triangle_red_0383.bmp,triangle,66,57,red
training_images/triangle_red_0384.bmp,triangle,51,79,red
training_images/triangle_red_0385.bmp,triangle,57,66,red
training_images/triangle_red_0386.bmp,triangle,81,51,red
training_images/triangle_red_0387.bmp,triangle,66,65,red
training_images/triangle_red_0388.bmp,triangle,81,62,red
training_images/triangle_red_0389.bmp,triangle,70,59,red
training_images/triangle_red_0390.bmp,triangle,55,54,red
training_images/triangle_red_0391.bmp,triangle,52,71,red
training_images/triangle_red_0392.bmp,triangle,62,55,red
training_images/triangle_red_0393.bmp,triangle,52,59,red
training_images/triangle_red_0394.bmp,triangle,64,65,red
training_images/triangle_red_0395.bmp,triangle,62,57,red
training_images/triangle_red_0396.bmp,triangle,58,66,red
training_images/triangle_red_0397.bmp,triangle,73,73,red
training_images/triangle_red_0398.bmp,triangle,66,75,red
training_images/triangle_red_0399.bmp,triangle,69,68,red
training_images/triangle_red_0400.bmp,triangle,74,62,red
training_images/triangle_red_0401.bmp,triangle,66,68,red
training_images/triangle_red_0402.bmp,triangle,65,54,red
training_images/triangle_red_0403.bmp,triangle,38,58,red
training_images/triangle_red_0404.bmp,triangle,62,68,red
training_images/triangle_red_0405.bmp,triangle,70,76,red
training_images/triangle_red_0406.bmp,triangle,69,62,red
training_images/triangle_red_0407.bmp,triangle,78,61,red
training_images/triangle_red_0408.bmp,triangle,60,73,red
training_images/triangle_red_0409.bmp,triangle,59,63,red
training_images/triangle_red_0410.bmp,triangle,80,56,red
training_images/triangle_red_0411.bmp,triangle,62,63,red
training_images/triangle_red_0412.bmp,triangle,71,58,red
training_images/triangle_red_0413.bmp,triangle,54,64,red
training_images/triangle_red_0414.bmp,triangle,67,69,red
training_images/triangle_red_0415.bmp,triangle,48,54,red
training_images/triangle_red_0416.bmp,triangle,57,66,red
training_images/triangle_red_0417.bmp,triangle,72,79,red
training_images/triangle_red_0418.bmp,triangle,61,71,red
training_images/triangle_red_0419.bmp,triangle,49,69,red
training_images/triangle_red_0420.bmp,triangle,61,63,red
training_images/triangle_red_0421.bmp,triangle,65,71,red
training_images/triangle_red_0422.bmp,triangle,59,57,red
training_images/triangle_red_0423.bmp,triangle,52,75,red
training_images/triangle_red_0424.bmp,triangle,67,61,red
training_images/triangle_red_0425.bmp,triangle,66,65,red
training_images/triangle_red_0426.bmp,triangle,49,69,red
training_images/triangle_red_0427.bmp,triangle,64,63,red
training_images/triangle_red_0428.bmp,triangle,55,66,red
training_images/triangle_red_0429.bmp,triangle,66,73,red
training_images/triangle_red_0430.bmp,triangle,69,63,red
training_images/triangle_red_0431.bmp,triangle,64,64,red
training_images/triangle_red_0432.bmp,triangle,69,59,red
training_images/triangle_red_0433.bmp,triangle,76,67,red
training_images/triangle_red_0434.bmp,triangle,71,65,red
training_images/triangle_red_0435.bmp,triangle,58,55,red
training_images/triangle_red_0436.bmp,triangle,80,61,red
training_images/triangle_red_0437.bmp,triangle,72,71,red
training_images/triangle_red_0438.bmp,triangle,64,70,red
training_images/triangle_red_0439.bmp,triangle,64,68,red
training_images/triangle_red_0440.bmp,triangle,65,81,red
training_images/triangle_red_0441.bmp,triangle,64,59,red
training_images/triangle_red_0442.bmp,triangle,63,55,red
training_images/triangle_red_0443.bmp,triangle,73,66,red
training_images/triangle_red_0444.bmp,triangle,60,70,red
training_images/triangle_red_0445.bmp,triangle,53,56,red
training_images/triangle_red_0446.bmp,triangle,73,72,red
training_images/triangle_red_0447.bmp,triangle,72,59,red
training_images/triangle_red_0448.bmp,triangle,59,69,red
